,rxn_id,rxn_smiles,G_r,DG_TS,DG_TS_tunn
27,27,CCc1ccccc1.C[O]>>[CH2]Cc1ccccc1.CO,-1.5,17.22483198,17.22483198
28,28,CCOC(=O)c1ccccc1.C[O]>>[CH2]COC(=O)c1ccccc1.CO,1.2,18.66068342,18.66068342
29,29,CCOC(=O)c1ccccc1.C[O]>>C[CH]OC(=O)c1ccccc1.CO,-5.2,14.4426729,14.4426729
30,30,CCOC(=O)Cc1ccccc1.C[O]>>CCOC(=O)[CH]c1ccccc1.CO,-15.1,16.17871822,16.17871822
31,31,COCc1ccccc1.C[O]>>CO[CH]c1ccccc1.CO,-20.3,11.96923995,11.96923995
32,32,COCc1ccccc1.C[O]>>[CH2]OCc1ccccc1.CO,-7.5,14.93206857,14.93206857
33,33,CNC(=O)c1ccccc1.C[O]>>[CH2]NC(=O)c1ccccc1.CO,-9.9,14.24625599,14.24625599
34,34,CC(=O)Nc1ccccc1.C[O]>>[CH2]C(=O)Nc1ccccc1.CO,-5.2,18.06509987,18.06509987
35,35,CNC(C)=O.C[O]>>[CH2]NC(C)=O.CO,-8.6,12.59973062,12.59973062
36,36,CNC(C)=O.C[O]>>[CH2]C(=O)NC.CO,-3.7,18.41090369,18.41090369
37,37,CCSCC.C[O]>>C[CH]SCC.CO,-9.8,13.08217913,13.08217913
38,38,C1CCCC1.C[O]>>[CH]1CCCC1.CO,-7.9,13.37169154,13.37169154
39,39,CC1CCCC1.C[O]>>C[C]1CCCC1.CO,-5.7,14.72676613,14.72676613
40,40,CC1CCCCC1.C[O]>>C[C]1CCCCC1.CO,-8.6,12.20046671,12.20046671
41,41,CC(C)(C)C1CCCCC1.C[O]>>CC(C)(C)[C]1CCCCC1.CO,-8.2,14.02138276,14.02138276
42,42,C[C@H]1CCCC[C@@H]1C.C[O]>>C[C]1CCCC[C@@H]1C.CO,-8.2,12.04533997,12.04533997
43,43,C[C@@H]1CCCC[C@@H]1C.C[O]>>C[C]1CCCC[C@@H]1C.CO,-9.3,12.14706059,12.14706059
44,44,C[C@H]1CC[C@H](C)CC1.C[O]>>C[C]1CCC(C)CC1.CO,-8.8,12.6565755,12.6565755
45,45,C[C@H]1CC[C@@H](C)CC1.C[O]>>C[C]1CCC(C)CC1.CO,-10.5,11.97481098,11.97481098
46,46,NCCCN.C[O]>>N[CH]CCN.CO,-12.7,11.26686549,11.26686549
47,47,CN(C)C=O.C[O]>>[CH2]N(C)C=O.CO,-9.3,14.47529965,14.47529965
48,48,CC(=O)N(C)C.C[O]>>[CH2]N(C)C(C)=O.CO,-9.8,14.39848301,14.39848301
49,49,CCN(C=O)CC.C[O]>>C[CH]N(C=O)CC.CO,-11.8,12.74312607,12.74312607
50,50,CCN(CC)C(C)=O.C[O]>>C[CH]N(CC)C(C)=O.CO,-12.1,13.32441117,13.32441117
51,51,CCC(=O)N(C)C.C[O]>>[CH2]N(C)C(=O)CC.CO,-10.7,13.39005938,13.39005938
52,52,CC(C)C(=O)N(C)C.C[O]>>[CH2]N(C)C(=O)C(C)C.CO,-10.4,13.16600066,13.16600066
53,53,CN(C)C(=O)C(C)(C)C.C[O]>>[CH2]N(C)C(=O)C(C)(C)C.CO,-9.7,13.76895306,13.76895306
54,54,CN(C)C(=O)CC(C)(C)C.C[O]>>[CH2]N(C)C(=O)CC(C)(C)C.CO,-10.8,13.87666515,13.87666515
55,55,C1CCCCCCC1.C[O]>>[CH]1CCCCCCC1.CO,-9.0,13.21533111,13.21533111
56,56,CCN(C)C(C)=O.C[O]>>[CH2]CN(C)C(C)=O.CO,-9.2,14.55567678,14.55567678
57,57,CCCCCN.C[O]>>CCCC[CH]N.CO,-11.4,11.73807028,11.73807028
58,58,NCCCCO.C[O]>>N[CH]CCCO.CO,-11.4,12.00789331,12.00789331
59,59,C1CCOC1.C[O]>>[CH]1CCCO1.CO,-9.1,12.02696898,12.02696898
60,60,C.[O]CC(F)(F)F>>[CH3].OCC(F)(F)F,1.1,17.9781615,17.9781615
61,61,CCC(C)CC.[O]CC(F)(F)F>>[CH2]CC(C)CC.OCC(F)(F)F,-4.4,14.44214265,14.44214265
62,62,CCC(C)CC.[O]CC(F)(F)F>>C[CH]C(C)CC.OCC(F)(F)F,-8.2,12.60730341,12.60730341
63,63,CCC(C)CC.[O]CC(F)(F)F>>CC[C](C)CC.OCC(F)(F)F,-10.2,11.42946714,11.42946714
64,64,CCC(C)CC.[O]CC(F)(F)F>>[CH2]C(CC)CC.OCC(F)(F)F,-4.5,15.18825204,15.18825204
65,65,CCCCOC(C)=O.[O]CC(F)(F)F>>CCC[CH]OC(C)=O.OCC(F)(F)F,-6.7,14.4892059,14.4892059
66,66,CCCCOC(C)=O.[O]CC(F)(F)F>>CC[CH]COC(C)=O.OCC(F)(F)F,-6.6,13.90373907,13.90373907
67,67,CCCCOC(C)=O.[O]CC(F)(F)F>>C[CH]CCOC(C)=O.OCC(F)(F)F,-7.7,13.0584831,13.0584831
68,68,CCCCOC(C)=O.[O]CC(F)(F)F>>[CH2]CCCOC(C)=O.OCC(F)(F)F,-3.2,15.90612348,15.90612348
69,69,CCCCOCC.[O]CC(F)(F)F>>CCC[CH]OCC.OCC(F)(F)F,-10.5,9.77911584,9.77911584
70,70,C=CC.[O]CC(F)(F)F>>[CH2]C=C.OCC(F)(F)F,-17.4,12.29480343,12.29480343
71,71,C=CCC.[O]CC(F)(F)F>>C=C[CH]C.OCC(F)(F)F,-21.5,10.72163586,10.72163586
72,72,C=CC(C)C.[O]CC(F)(F)F>>C=C[C](C)C.OCC(F)(F)F,-23.7,11.42444706,11.42444706
73,73,Cc1ccccc1.[O]CC(F)(F)F>>[CH2]c1ccccc1.OCC(F)(F)F,-13.4,12.30107853,12.30107853
74,74,CCc1ccccc1.[O]CC(F)(F)F>>C[CH]c1ccccc1.OCC(F)(F)F,-18.2,10.47125937,10.47125937
75,75,CC(C)c1ccccc1.[O]CC(F)(F)F>>C[C](C)c1ccccc1.OCC(F)(F)F,-19.1,12.18059661,12.18059661
76,76,C=C(C)CCCCC.[O]CC(F)(F)F>>[CH2]C(=C)CCCCC.OCC(F)(F)F,-16.8,12.43850322,12.43850322
77,77,CCC(C)=O.[O]CC(F)(F)F>>[CH2]C(=O)CC.OCC(F)(F)F,-8.4,18.0283623,18.0283623
78,78,CCC(C)=O.[O]CC(F)(F)F>>C[CH]C(C)=O.OCC(F)(F)F,-13.1,15.82705722,15.82705722
79,79,CCCCCC(C)=O.[O]CC(F)(F)F>>[CH2]C(=O)CCCCC.OCC(F)(F)F,-8.7,18.01769463,18.01769463
80,80,CCCCOC(C)=O.[O]CC(F)(F)F>>[CH2]C(=O)OCCCC.OCC(F)(F)F,-5.0,19.31224776,19.31224776
81,81,CC#N.[O]CC(F)(F)F>>[CH2]C#N.OCC(F)(F)F,-7.2,20.10165534,20.10165534
82,82,CCC#N.[O]CC(F)(F)F>>C[CH]C#N.OCC(F)(F)F,-13.5,16.92143466,16.92143466
83,83,CC(C)C#N.[O]CC(F)(F)F>>C[C](C)C#N.OCC(F)(F)F,-18.4,14.94415065,14.94415065
84,84,CC.[O]CC(F)(F)F>>[CH2]C.OCC(F)(F)F,-4.4,14.29232313,14.29232313
85,85,CCC.[O]CC(F)(F)F>>C[CH]C.OCC(F)(F)F,-8.3,11.77344177,11.77344177
86,86,CCC.[O]CC(F)(F)F>>[CH2]CC.OCC(F)(F)F,-3.6,14.81419835,14.81419835
87,87,CCc1ccccc1.[O]CC(F)(F)F>>[CH2]Cc1ccccc1.OCC(F)(F)F,-3.5,14.96564412,14.96564412
88,88,CCOC(=O)c1ccccc1.[O]CC(F)(F)F>>[CH2]COC(=O)c1ccccc1.OCC(F)(F)F,-0.9,16.84137129,16.84137129
89,89,CCOC(=O)c1ccccc1.[O]CC(F)(F)F>>C[CH]OC(=O)c1ccccc1.OCC(F)(F)F,-7.2,12.96998474,12.96998474
90,90,CCOC(=O)Cc1ccccc1.[O]CC(F)(F)F>>CCOC(=O)[CH]c1ccccc1.OCC(F)(F)F,-17.1,13.19090089,13.19090089
91,91,COCc1ccccc1.[O]CC(F)(F)F>>CO[CH]c1ccccc1.OCC(F)(F)F,-22.4,8.682739153,8.682739153
92,92,COCc1ccccc1.[O]CC(F)(F)F>>[CH2]OCc1ccccc1.OCC(F)(F)F,-9.6,13.46432268,13.46432268
93,93,CNC(=O)c1ccccc1.[O]CC(F)(F)F>>[CH2]NC(=O)c1ccccc1.OCC(F)(F)F,-12.0,12.19946019,12.19946019
94,94,CC(=O)Nc1ccccc1.[O]CC(F)(F)F>>[CH2]C(=O)Nc1ccccc1.OCC(F)(F)F,-7.2,15.95741489,15.95741489
95,95,CNC(C)=O.[O]CC(F)(F)F>>[CH2]NC(C)=O.OCC(F)(F)F,-10.7,12.35372223,12.35372223
96,96,CNC(C)=O.[O]CC(F)(F)F>>[CH2]C(=O)NC.OCC(F)(F)F,-5.8,18.6832035,18.6832035
97,97,CCSCC.[O]CC(F)(F)F>>C[CH]SCC.OCC(F)(F)F,-11.9,11.52207005,11.52207005
98,98,C1CCCC1.[O]CC(F)(F)F>>[CH]1CCCC1.OCC(F)(F)F,-9.9,11.63184602,11.63184602
99,99,CC1CCCC1.[O]CC(F)(F)F>>C[C]1CCCC1.OCC(F)(F)F,-7.8,11.89906927,11.89906927
100,100,CC1CCCCC1.[O]CC(F)(F)F>>C[C]1CCCCC1.OCC(F)(F)F,-10.7,10.46040156,10.46040156
101,101,CC(C)(C)C1CCCCC1.[O]CC(F)(F)F>>CC(C)(C)[C]1CCCCC1.OCC(F)(F)F,-10.2,12.45646318,12.45646318
102,102,C[C@H]1CCCC[C@@H]1C.[O]CC(F)(F)F>>C[C]1CCCC[C@@H]1C.OCC(F)(F)F,-10.3,9.635710352,9.635710352
103,103,C[C@@H]1CCCC[C@@H]1C.[O]CC(F)(F)F>>C[C]1CCCC[C@@H]1C.OCC(F)(F)F,-11.3,9.559538796,9.559538796
104,104,C[C@H]1CC[C@H](C)CC1.[O]CC(F)(F)F>>C[C]1CCC(C)CC1.OCC(F)(F)F,-10.9,10.02591992,10.02591992
105,105,C[C@H]1CC[C@@H](C)CC1.[O]CC(F)(F)F>>C[C]1CCC(C)CC1.OCC(F)(F)F,-12.6,10.10722952,10.10722952
106,106,NCCCN.[O]CC(F)(F)F>>N[CH]CCN.OCC(F)(F)F,-14.8,9.749683738,9.749683738
107,107,CN(C)C=O.[O]CC(F)(F)F>>[CH2]N(C)C=O.OCC(F)(F)F,-11.3,11.88219301,11.88219301
108,108,CC(=O)N(C)C.[O]CC(F)(F)F>>[CH2]N(C)C(C)=O.OCC(F)(F)F,-11.9,11.52669291,11.52669291
109,109,CCN(C=O)CC.[O]CC(F)(F)F>>C[CH]N(C=O)CC.OCC(F)(F)F,-13.9,11.06524402,11.06524402
110,110,CCN(CC)C(C)=O.[O]CC(F)(F)F>>C[CH]N(CC)C(C)=O.OCC(F)(F)F,-14.1,10.89485247,10.89485247
111,111,CCC(=O)N(C)C.[O]CC(F)(F)F>>[CH2]N(C)C(=O)CC.OCC(F)(F)F,-12.8,10.50314504,10.50314504
112,112,CC(C)C(=O)N(C)C.[O]CC(F)(F)F>>[CH2]N(C)C(=O)C(C)C.OCC(F)(F)F,-12.5,11.48354783,11.48354783
113,113,CN(C)C(=O)C(C)(C)C.[O]CC(F)(F)F>>[CH2]N(C)C(=O)C(C)(C)C.OCC(F)(F)F,-11.8,11.87982667,11.87982667
114,114,CN(C)C(=O)CC(C)(C)C.[O]CC(F)(F)F>>[CH2]N(C)C(=O)CC(C)(C)C.OCC(F)(F)F,-12.9,11.23067072,11.23067072
115,115,C1CCCCCCC1.[O]CC(F)(F)F>>[CH]1CCCCCCC1.OCC(F)(F)F,-11.1,10.69374053,10.69374053
116,116,CCN(C)C(C)=O.[O]CC(F)(F)F>>[CH2]CN(C)C(C)=O.OCC(F)(F)F,-11.2,11.8330502,11.8330502
117,117,CCCCCN.[O]CC(F)(F)F>>CCCC[CH]N.OCC(F)(F)F,-13.4,9.327265969,9.327265969
118,118,NCCCCO.[O]CC(F)(F)F>>N[CH]CCCO.OCC(F)(F)F,-13.5,11.19179647,11.19179647
119,119,C1CCOC1.[O]CC(F)(F)F>>[CH]1CCCO1.OCC(F)(F)F,-11.2,9.410384061,9.410384061
120,120,C.CC(C)([O])c1ccccc1>>[CH3].CC(C)(O)c1ccccc1,1.4,20.15624871,20.15624871
121,121,CCC(C)CC.CC(C)([O])c1ccccc1>>[CH2]CC(C)CC.CC(C)(O)c1ccccc1,-4.1,17.64056112,17.64056112
122,122,CCC(C)CC.CC(C)([O])c1ccccc1>>C[CH]C(C)CC.CC(C)(O)c1ccccc1,-7.9,14.74334745,14.74334745
123,123,CCC(C)CC.CC(C)([O])c1ccccc1>>CC[C](C)CC.CC(C)(O)c1ccccc1,-9.9,14.72640468,14.72640468
124,124,CCC(C)CC.CC(C)([O])c1ccccc1>>[CH2]C(CC)CC.CC(C)(O)c1ccccc1,-4.2,16.56877404,16.56877404
125,125,CCCCOC(C)=O.CC(C)([O])c1ccccc1>>CCC[CH]OC(C)=O.CC(C)(O)c1ccccc1,-6.4,16.80220776,16.80220776
126,126,CCCCOC(C)=O.CC(C)([O])c1ccccc1>>CC[CH]COC(C)=O.CC(C)(O)c1ccccc1,-6.3,16.9615953,16.9615953
127,127,CCCCOC(C)=O.CC(C)([O])c1ccccc1>>C[CH]CCOC(C)=O.CC(C)(O)c1ccccc1,-7.4,14.80358841,14.80358841
128,128,CCCCOC(C)=O.CC(C)([O])c1ccccc1>>[CH2]CCCOC(C)=O.CC(C)(O)c1ccccc1,-2.9,18.44691147,18.44691147
129,129,CCCCOCC.CC(C)([O])c1ccccc1>>CCC[CH]OCC.CC(C)(O)c1ccccc1,-10.2,11.30835771,11.30835771
130,130,C=CC.CC(C)([O])c1ccccc1>>[CH2]C=C.CC(C)(O)c1ccccc1,-17.1,15.67770984,15.67770984
131,131,C=CCC.CC(C)([O])c1ccccc1>>C=C[CH]C.CC(C)(O)c1ccccc1,-21.2,13.09932773,13.09932773
132,132,C=CC(C)C.CC(C)([O])c1ccccc1>>C=C[C](C)C.CC(C)(O)c1ccccc1,-23.4,11.59455624,11.59455624
133,133,Cc1ccccc1.CC(C)([O])c1ccccc1>>[CH2]c1ccccc1.CC(C)(O)c1ccccc1,-13.1,14.68875408,14.68875408
134,134,CCc1ccccc1.CC(C)([O])c1ccccc1>>C[CH]c1ccccc1.CC(C)(O)c1ccccc1,-17.9,12.29354841,12.29354841
135,135,CC(C)c1ccccc1.CC(C)([O])c1ccccc1>>C[C](C)c1ccccc1.CC(C)(O)c1ccccc1,-18.8,12.00511093,12.00511093
136,136,C=C(C)CCCCC.CC(C)([O])c1ccccc1>>[CH2]C(=C)CCCCC.CC(C)(O)c1ccccc1,-16.5,14.58597735,14.58597735
137,137,CCC(C)=O.CC(C)([O])c1ccccc1>>[CH2]C(=O)CC.CC(C)(O)c1ccccc1,-8.2,16.51118996,16.51118996
138,138,CCC(C)=O.CC(C)([O])c1ccccc1>>C[CH]C(C)=O.CC(C)(O)c1ccccc1,-12.8,16.82071366,16.82071366
139,139,CCCCCC(C)=O.CC(C)([O])c1ccccc1>>[CH2]C(=O)CCCCC.CC(C)(O)c1ccccc1,-8.4,16.10881172,16.10881172
140,140,CCCCOC(C)=O.CC(C)([O])c1ccccc1>>[CH2]C(=O)OCCCC.CC(C)(O)c1ccccc1,-4.7,19.08944845,19.08944845
141,141,CC#N.CC(C)([O])c1ccccc1>>[CH2]C#N.CC(C)(O)c1ccccc1,-6.9,21.1144113,21.1144113
142,142,CCC#N.CC(C)([O])c1ccccc1>>C[CH]C#N.CC(C)(O)c1ccccc1,-13.2,17.05556178,17.05556178
143,143,CC(C)C#N.CC(C)([O])c1ccccc1>>C[C](C)C#N.CC(C)(O)c1ccccc1,-18.1,14.71658478,14.71658478
144,144,CC.CC(C)([O])c1ccccc1>>[CH2]C.CC(C)(O)c1ccccc1,-4.2,16.14636355,16.14636355
145,145,CCC.CC(C)([O])c1ccccc1>>C[CH]C.CC(C)(O)c1ccccc1,-8.1,12.93889601,12.93889601
146,146,CCC.CC(C)([O])c1ccccc1>>[CH2]CC.CC(C)(O)c1ccccc1,-3.3,16.38111906,16.38111906
147,147,CCc1ccccc1.CC(C)([O])c1ccccc1>>[CH2]Cc1ccccc1.CC(C)(O)c1ccccc1,-3.2,17.17408274,17.17408274
148,148,CCOC(=O)c1ccccc1.CC(C)([O])c1ccccc1>>[CH2]COC(=O)c1ccccc1.CC(C)(O)c1ccccc1,-0.6,20.98388608,20.98388608
149,149,CCOC(=O)c1ccccc1.CC(C)([O])c1ccccc1>>C[CH]OC(=O)c1ccccc1.CC(C)(O)c1ccccc1,-6.9,14.94096478,14.94096478
150,150,CCOC(=O)Cc1ccccc1.CC(C)([O])c1ccccc1>>CCOC(=O)[CH]c1ccccc1.CC(C)(O)c1ccccc1,-16.8,18.22312446,18.22312446
151,151,COCc1ccccc1.CC(C)([O])c1ccccc1>>CO[CH]c1ccccc1.CC(C)(O)c1ccccc1,-22.1,11.01891621,11.01891621
152,152,COCc1ccccc1.CC(C)([O])c1ccccc1>>[CH2]OCc1ccccc1.CC(C)(O)c1ccccc1,-9.3,12.52243017,12.52243017
153,153,CNC(=O)c1ccccc1.CC(C)([O])c1ccccc1>>[CH2]NC(=O)c1ccccc1.CC(C)(O)c1ccccc1,-11.7,13.99993133,13.99993133
154,154,CC(=O)Nc1ccccc1.CC(C)([O])c1ccccc1>>[CH2]C(=O)Nc1ccccc1.CC(C)(O)c1ccccc1,-6.9,17.04019658,17.04019658
155,155,CNC(C)=O.CC(C)([O])c1ccccc1>>[CH2]NC(C)=O.CC(C)(O)c1ccccc1,-10.4,12.97494771,12.97494771
156,156,CNC(C)=O.CC(C)([O])c1ccccc1>>[CH2]C(=O)NC.CC(C)(O)c1ccccc1,-5.5,17.67825878,17.67825878
157,157,CCSCC.CC(C)([O])c1ccccc1>>C[CH]SCC.CC(C)(O)c1ccccc1,-11.6,11.70049185,11.70049185
158,158,C1CCCC1.CC(C)([O])c1ccccc1>>[CH]1CCCC1.CC(C)(O)c1ccccc1,-9.7,12.15709762,12.15709762
159,159,CC1CCCC1.CC(C)([O])c1ccccc1>>C[C]1CCCC1.CC(C)(O)c1ccccc1,-7.5,14.25337384,14.25337384
160,160,CC1CCCCC1.CC(C)([O])c1ccccc1>>C[C]1CCCCC1.CC(C)(O)c1ccccc1,-10.4,12.39645691,12.39645691
161,161,CC(C)(C)C1CCCCC1.CC(C)([O])c1ccccc1>>CC(C)(C)[C]1CCCCC1.CC(C)(O)c1ccccc1,-10.0,15.75442357,15.75442357
162,162,C[C@H]1CCCC[C@@H]1C.CC(C)([O])c1ccccc1>>C[C]1CCCC[C@@H]1C.CC(C)(O)c1ccccc1,-10.0,13.10816181,13.10816181
163,163,C[C@@H]1CCCC[C@@H]1C.CC(C)([O])c1ccccc1>>C[C]1CCCC[C@@H]1C.CC(C)(O)c1ccccc1,-11.0,11.86103965,11.86103965
164,164,C[C@H]1CC[C@H](C)CC1.CC(C)([O])c1ccccc1>>C[C]1CCC(C)CC1.CC(C)(O)c1ccccc1,-10.6,12.24363187,12.24363187
165,165,C[C@H]1CC[C@@H](C)CC1.CC(C)([O])c1ccccc1>>C[C]1CCC(C)CC1.CC(C)(O)c1ccccc1,-12.3,11.9116772,11.9116772
166,166,NCCCN.CC(C)([O])c1ccccc1>>N[CH]CCN.CC(C)(O)c1ccccc1,-14.5,9.694479174,9.694479174
167,167,CN(C)C=O.CC(C)([O])c1ccccc1>>[CH2]N(C)C=O.CC(C)(O)c1ccccc1,-11.0,14.00710816,14.00710816
168,168,CC(=O)N(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(C)=O.CC(C)(O)c1ccccc1,-11.6,13.31758072,13.31758072
169,169,CCN(C=O)CC.CC(C)([O])c1ccccc1>>C[CH]N(C=O)CC.CC(C)(O)c1ccccc1,-13.6,12.46826037,12.46826037
170,170,CCN(CC)C(C)=O.CC(C)([O])c1ccccc1>>C[CH]N(CC)C(C)=O.CC(C)(O)c1ccccc1,-13.8,12.39336517,12.39336517
171,171,CCC(=O)N(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(=O)CC.CC(C)(O)c1ccccc1,-12.5,12.71909808,12.71909808
172,172,CC(C)C(=O)N(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(=O)C(C)C.CC(C)(O)c1ccccc1,-12.2,11.74575101,11.74575101
173,173,CN(C)C(=O)C(C)(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(=O)C(C)(C)C.CC(C)(O)c1ccccc1,-11.5,13.30177124,13.30177124
174,174,CN(C)C(=O)CC(C)(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(=O)CC(C)(C)C.CC(C)(O)c1ccccc1,-12.6,12.31580431,12.31580431
175,175,C1CCCCCCC1.CC(C)([O])c1ccccc1>>[CH]1CCCCCCC1.CC(C)(O)c1ccccc1,-10.8,12.40164893,12.40164893
176,176,CCN(C)C(C)=O.CC(C)([O])c1ccccc1>>[CH2]CN(C)C(C)=O.CC(C)(O)c1ccccc1,-10.9,14.63644861,14.63644861
177,177,CCCCCN.CC(C)([O])c1ccccc1>>CCCC[CH]N.CC(C)(O)c1ccccc1,-13.1,11.59865513,11.59865513
178,178,NCCCCO.CC(C)([O])c1ccccc1>>N[CH]CCCO.CC(C)(O)c1ccccc1,-13.2,11.73348695,11.73348695
179,179,C1CCOC1.CC(C)([O])c1ccccc1>>[CH]1CCCO1.CC(C)(O)c1ccccc1,-10.9,11.94163139,11.94163139
180,180,C.CC(C)(C)[O]>>[CH3].CC(C)(C)O,1.2,17.99451818,17.99451818
181,181,CCC(C)CC.CC(C)(C)[O]>>[CH2]CC(C)CC.CC(C)(C)O,-4.3,17.32763192,17.32763192
182,182,CCC(C)CC.CC(C)(C)[O]>>C[CH]C(C)CC.CC(C)(C)O,-8.1,15.55095282,15.55095282
183,183,CCC(C)CC.CC(C)(C)[O]>>CC[C](C)CC.CC(C)(C)O,-10.1,13.46349751,13.46349751
184,184,CCC(C)CC.CC(C)(C)[O]>>[CH2]C(CC)CC.CC(C)(C)O,-4.4,16.23863601,16.23863601
185,185,CCCCOC(C)=O.CC(C)(C)[O]>>CCC[CH]OC(C)=O.CC(C)(C)O,-6.6,15.94876278,15.94876278
186,186,CCCCOC(C)=O.CC(C)(C)[O]>>CC[CH]COC(C)=O.CC(C)(C)O,-6.4,18.59120802,18.59120802
187,187,CCCCOC(C)=O.CC(C)(C)[O]>>C[CH]CCOC(C)=O.CC(C)(C)O,-7.6,17.42730561,17.42730561
188,188,CCCCOC(C)=O.CC(C)(C)[O]>>[CH2]CCCOC(C)=O.CC(C)(C)O,-3.1,FALSE,FALSE
189,189,CCCCOCC.CC(C)(C)[O]>>CCC[CH]OCC.CC(C)(C)O,-10.4,14.256571,14.256571
190,190,C=CC.CC(C)(C)[O]>>[CH2]C=C.CC(C)(C)O,-17.3,15.17135069,15.17135069
191,191,C=CCC.CC(C)(C)[O]>>C=C[CH]C.CC(C)(C)O,-21.4,12.9760948,12.9760948
192,192,C=CC(C)C.CC(C)(C)[O]>>C=C[C](C)C.CC(C)(C)O,-23.6,12.35059221,12.35059221
193,193,Cc1ccccc1.CC(C)(C)[O]>>[CH2]c1ccccc1.CC(C)(C)O,-13.3,14.85768981,14.85768981
194,194,CCc1ccccc1.CC(C)(C)[O]>>C[CH]c1ccccc1.CC(C)(C)O,-18.1,12.8959304,12.8959304
195,195,CC(C)c1ccccc1.CC(C)(C)[O]>>C[C](C)c1ccccc1.CC(C)(C)O,-19.0,13.08751297,13.08751297
196,196,C=C(C)CCCCC.CC(C)(C)[O]>>[CH2]C(=C)CCCCC.CC(C)(C)O,-16.7,15.43064158,15.43064158
197,197,CCC(C)=O.CC(C)(C)[O]>>[CH2]C(=O)CC.CC(C)(C)O,-8.3,19.11403618,19.11403618
198,198,CCC(C)=O.CC(C)(C)[O]>>C[CH]C(C)=O.CC(C)(C)O,-13.0,16.31578021,16.31578021
199,199,CCCCCC(C)=O.CC(C)(C)[O]>>[CH2]C(=O)CCCCC.CC(C)(C)O,-8.6,18.15332213,18.15332213
200,200,CCCCOC(C)=O.CC(C)(C)[O]>>[CH2]C(=O)OCCCC.CC(C)(C)O,-4.8,20.0849002,20.0849002
201,201,CC#N.CC(C)(C)[O]>>[CH2]C#N.CC(C)(C)O,-7.1,19.22949362,19.22949362
202,202,CCC#N.CC(C)(C)[O]>>C[CH]C#N.CC(C)(C)O,-13.4,17.50809941,17.50809941
203,203,CC(C)C#N.CC(C)(C)[O]>>C[C](C)C#N.CC(C)(C)O,-18.2,14.80742877,14.80742877
204,204,CC.CC(C)(C)[O]>>[CH2]C.CC(C)(C)O,-4.3,16.8370613,16.8370613
205,205,CCC.CC(C)(C)[O]>>C[CH]C.CC(C)(C)O,-8.2,15.05230953,15.05230953
